Family,Species,kmax,lon,lat,sizemax,sstmean,method,species,source
Acanthuridae,Acanthurus auranticavus,0.155844968,147.5,-18.5,60.7,26.55649216,Otolith rings,Acanthurus_auranticavus,Morais_fishbase
Acanthuridae,Acanthurus bahianus,0.219824541,-14.4,-7.9,52,25.93844689,Otolith rings,Acanthurus_bahianus,Morais_fishbase
Acanthuridae,Acanthurus bahianus,0.282354889,-42,-22.98,52,23.68475711,Otolith rings,Acanthurus_bahianus,Morais_fishbase
Acanthuridae,Acanthurus bahianus,0.295534247,-5.7,-18.9,52,22.38181805,Otolith rings,Acanthurus_bahianus,Morais_fishbase
Acanthuridae,Acanthurus blochii,0.082224162,147.5,-18.5,61.5,26.55649216,Otolith rings,Acanthurus_blochii,Morais_fishbase
Acanthuridae,Acanthurus chirurgus,0.149562287,-64.69,18.33,42,27.87900795,Mark-recapture,Acanthurus_chirurgus,Morais_fishbase
Acanthuridae,Acanthurus chirurgus,0.331596163,-77.3,17.7,42,28.48861941,Unknown,Acanthurus_chirurgus,Morais_fishbase
Acanthuridae,Acanthurus chirurgus,0.249687157,-78.8,9.6,42,28.77987676,Otolith rings,Acanthurus_chirurgus,Morais_fishbase
Acanthuridae,Acanthurus coeruleus,0.084608638,-64.69,18.33,45,27.87900795,Mark-recapture,Acanthurus_coeruleus,Morais_fishbase
Acanthuridae,Acanthurus coeruleus,0.200592124,-77.3,17.7,45,28.48861941,Unknown,Acanthurus_coeruleus,Morais_fishbase
Acanthuridae,Acanthurus coeruleus,0.205573348,-76.09,23.08,45,27.07117892,Otolith rings,Acanthurus_coeruleus,Morais_fishbase
Acanthuridae,Acanthurus coeruleus,0.134461621,-78.8,9.6,45,28.77987676,Otolith rings,Acanthurus_coeruleus,Morais_fishbase
Acanthuridae,Acanthurus coeruleus,0.128065796,-14.4,-7.9,45,25.93844689,Otolith rings,Acanthurus_coeruleus,Morais_fishbase
Acanthuridae,Acanthurus dussumieri,0.168954875,147.5,-18.5,54,26.55649216,Otolith rings,Acanthurus_dussumieri,Morais_fishbase
Acanthuridae,Acanthurus lineatus,0.267333315,-170.8,-14.5,38,28.9795003,Otolith rings,Acanthurus_lineatus,Morais_fishbase
Acanthuridae,Acanthurus lineatus,0.137526481,145.4,-14.7,38,26.86426235,Otolith rings,Acanthurus_lineatus,Morais_fishbase
Acanthuridae,Acanthurus lineatus,0.328462524,145.4,-14.7,38,26.86426235,Otolith rings,Acanthurus_lineatus,Morais_fishbase
Acanthuridae,Acanthurus lineatus,0.207163177,145.4,-14.7,38,26.86426235,Otolith rings,Acanthurus_lineatus,Morais_fishbase
Acanthuridae,Acanthurus mata,0.226838798,147.5,-18.5,50,26.55649216,Otolith rings,Acanthurus_mata,Morais_fishbase
Acanthuridae,Acanthurus nigricans,0.188527529,147.5,-18.5,21.3,26.55649216,Otolith rings,Acanthurus_nigricans,Morais_fishbase
Acanthuridae,Acanthurus nigricans,0.547985901,-157.5,2,21.3,27.88374093,Otolith rings,Acanthurus_nigricans,Morais_fishbase
Acanthuridae,Acanthurus nigricans,0.336656302,-162.15,5.88,21.3,28.44501644,Otolith rings,Acanthurus_nigricans,Morais_fishbase
Acanthuridae,Acanthurus nigrofuscus,0.220982334,147.5,-18.5,21,26.55649216,Otolith rings,Acanthurus_nigrofuscus,Morais_fishbase
Acanthuridae,Acanthurus nigrofuscus,0.319436564,147.5,-18.5,21,26.55649216,Otolith rings,Acanthurus_nigrofuscus,Morais_fishbase
Acanthuridae,Acanthurus nigrofuscus,0.489771877,147.5,-18.5,21,26.55649216,Otolith rings,Acanthurus_nigrofuscus,Morais_fishbase
Acanthuridae,Acanthurus olivaceus,0.653611187,145.4,-14.5,35,26.79756384,Otolith rings,Acanthurus_olivaceus,Morais_fishbase
Acanthuridae,Acanthurus pyroferus,0.246764369,147.5,-18.5,25,26.55649216,Otolith rings,Acanthurus_pyroferus,Morais_fishbase
Acanthuridae,Acanthurus tractus,0.090372502,-64.69,18.33,52,27.87900795,Mark-recapture,Acanthurus_tractus,Morais_fishbase
Acanthuridae,Acanthurus tractus,0.253200691,-78.8,9.6,52,28.77987676,Otolith rings,Acanthurus_tractus,Morais_fishbase
Acanthuridae,Acanthurus tractus,0.167272263,-76.09,23.08,52,27.07117892,Otolith rings,Acanthurus_tractus,Morais_fishbase
Acanthuridae,Acanthurus tractus,0.134997005,-66.75,11.83,52,27.7978402,Otolith rings,Acanthurus_tractus,Morais_fishbase
Acanthuridae,Acanthurus tractus,0.164431034,-67.5,12,52,27.62150115,Otolith rings,Acanthurus_tractus,Morais_fishbase
Acanthuridae,Acanthurus tractus,0.103129354,-59.7,13.2,52,28.12813806,Otolith rings,Acanthurus_tractus,Morais_fishbase
Acanthuridae,Acanthurus tractus,0.07086824,-88.08,16.8,52,28.50754215,Otolith rings,Acanthurus_tractus,Morais_fishbase
Acanthuridae,Acanthurus tractus,0.178248051,-88.1,16.8,52,28.52916691,Otolith rings,Acanthurus_tractus,Morais_fishbase
Acanthuridae,Acanthurus tractus,0.172587112,-64.7,32.35,52,23.1178262,Otolith rings,Acanthurus_tractus,Morais_fishbase
Acanthuridae,Acanthurus tractus,0.108420665,-64.9,32.24,52,23.16954045,Otolith rings,Acanthurus_tractus,Morais_fishbase
Acanthuridae,Acanthurus triostegus,0.374943289,-157.78,21.44,27,25.51690745,Mark-recapture,Acanthurus_triostegus,Morais_fishbase
Acanthuridae,Acanthurus xanthopterus,0.199403662,147.5,-18.5,70,26.55649216,Otolith rings,Acanthurus_xanthopterus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.461087633,-170.8,-14.5,26,28.9795003,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.394567649,-170.65,-14.3,26,29.06502218,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.299011717,-169.53,-14.22,26,29.13913405,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.775943793,-169.64,-14.16,26,29.10490245,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.398042113,-149.9,-17.47,26,28.24027271,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.220103974,150.7,-2.6,26,30.46326909,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.161515195,150.4,-5.2,26,30.86338429,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.691201253,145.46,-14.69,26,26.78889742,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.467261435,145.46,-14.705,26,26.79192331,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.599246425,147.5,-18.5,26,26.55649216,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.219678621,152.1,-23.5,26,24.7299718,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.257467958,96.86,-12.15,26,27.80776217,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.395310585,96.87,-12.21,26,27.87672068,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,1.92751222,59,25,26,27.56699682,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,2.351884073,55.5,-4.5,26,28.51449454,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus striatus,0.976083188,53.2,-5.9,26,28.06405003,Otolith rings,Ctenochaetus_striatus,Morais_fishbase
Acanthuridae,Ctenochaetus strigosus,0.638560068,-171.7,25.8,18.6,24.83742968,Otolith rings,Ctenochaetus_strigosus,Morais_fishbase
Acanthuridae,Ctenochaetus strigosus,0.499963016,-171.7,25.8,18.6,24.83742968,Otolith rings,Ctenochaetus_strigosus,Morais_fishbase
Acanthuridae,Ctenochaetus strigosus,0.419953037,-157.78,21.44,18.6,25.51690745,Otolith rings,Ctenochaetus_strigosus,Morais_fishbase
Acanthuridae,Ctenochaetus strigosus,0.533937445,-169.5,16.7,18.6,26.76565034,Otolith rings,Ctenochaetus_strigosus,Morais_fishbase
Acanthuridae,Ctenochaetus strigosus,0.329399617,-169.5,16.7,18.6,26.76565034,Otolith rings,Ctenochaetus_strigosus,Morais_fishbase
Acanthuridae,Naso annulatus,0.103226877,147.5,-18.5,100,26.55649216,Otolith rings,Naso_annulatus,Morais_fishbase
Acanthuridae,Naso brachycentron,0.093104941,147.5,-18.5,105.1,26.55649216,Otolith rings,Naso_brachycentron,Morais_fishbase
Acanthuridae,Naso brevirostris,0.101262618,147.5,-18.5,60,26.55649216,Otolith rings,Naso_brevirostris,Morais_fishbase
Acanthuridae,Naso hexacanthus,0.126966083,147.5,-18.5,79.2,26.55649216,Otolith rings,Naso_hexacanthus,Morais_fishbase
Acanthuridae,Naso lituratus,0.131158585,145.4,-14.7,60,26.86426235,Otolith rings,Naso_lituratus,Morais_fishbase
Acanthuridae,Naso lituratus,0.193353733,158.13,6.8,60,29.83614024,Otolith rings,Naso_lituratus,Morais_fishbase
Acanthuridae,Naso lituratus,0.119523411,144.75,13.5,60,28.98428293,Otolith rings,Naso_lituratus,Morais_fishbase
Acanthuridae,Naso tuberosus,0.233825887,147.5,-18.5,65.3,26.55649216,Otolith rings,Naso_tuberosus,Morais_fishbase
Acanthuridae,Naso unicornis,0.155497797,147.5,-18.5,73.6,26.55649216,Otolith rings,Naso_unicornis,Morais_fishbase
Acanthuridae,Naso unicornis,0.148477237,158.13,6.8,73.6,29.83614024,Otolith rings,Naso_unicornis,Morais_fishbase
Acanthuridae,Naso unicornis,0.100493411,144.75,13.5,73.6,28.98428293,Otolith rings,Naso_unicornis,Morais_fishbase
Acanthuridae,Naso unicornis,0.187561918,-158.02,21.7,73.6,25.35954219,Otolith rings,Naso_unicornis,Morais_fishbase
Acanthuridae,Naso vlamingii,0.141656531,147.5,-18.5,60,26.55649216,Otolith rings,Naso_vlamingii,Morais_fishbase
Acanthuridae,Zebrasoma flavescens,0.182457906,-156,20,20,26.15850141,Otolith rings,Zebrasoma_flavescens,Morais_fishbase
Acanthuridae,Zebrasoma scopas,0.167179961,147.5,-18.5,23.3,26.55649216,Otolith rings,Zebrasoma_scopas,Morais_fishbase
Apogonidae,Apogon imberbis,0.552264419,7.4,43.7,18.5,18.38586493,Unknown,Apogon_imberbis,Morais_fishbase
Apogonidae,Ostorhinchus cyanosoma,4.07003351,34.93,29.5,8,24.2409014,Mark-recapture,Ostorhinchus_cyanosoma,Morais_fishbase
Apogonidae,Rhabdamia gracilis,3.199620189,179,-16.3,6,28.70749415,Otolith rings,Rhabdamia_gracilis,Morais_fishbase
Balistidae,Balistes polylepis,0.086168697,-106.49,23.28,76,26.62942718,Other rings,Balistes_polylepis,Morais_fishbase
Balistidae,Balistes vetula,0.38701487,-64.69,18.33,60,27.87900795,Mark-recapture,Balistes_vetula,Morais_fishbase
Balistidae,Balistes vetula,0.22064673,-65.3,18.4,60,27.71380093,Otolith rings,Balistes_vetula,Morais_fishbase
Balistidae,Balistes vetula,0.070137422,-38.5,-18.5,60,26.11874864,Other rings,Balistes_vetula,Morais_fishbase
Balistidae,Melichthys niger,0.225076861,-87.95,17.92,30,28.3692299,Other rings,Melichthys_niger,Morais_fishbase
Balistidae,Melichthys niger,0.11624832,-169.55,16.74,30,26.79847739,Other rings,Melichthys_niger,Morais_fishbase
Balistidae,Pseudobalistes flavimarginatus,0.419691469,150.7,-2.6,60,30.46326909,Unknown,Pseudobalistes_flavimarginatus,Morais_fishbase
Caesionidae,Caesio cuning,0.17118074,146.5,-17.7,35,26.70029861,Otolith rings,Caesio_cuning,Morais_fishbase
Carangidae,Carangoides chrysophrys,0.199091836,49,28,80.5,25.34827104,Otolith rings,Carangoides_chrysophrys,Morais_fishbase
Carangidae,Carangoides ferdau,0.36791447,47,13,70,28.41075251,Other rings,Carangoides_ferdau,Morais_fishbase
Carangidae,Caranx caballus,0.382905655,-104.2,18.9,62.4,28.40252058,Otolith rings,Caranx_caballus,Morais_fishbase
Carangidae,Caranx crysos,0.106482614,-92,29,70,23.93674458,Unknown,Caranx_crysos,Morais_fishbase
Carangidae,Caranx ignobilis,0.087092408,47,13,170,28.41075251,Other rings,Caranx_ignobilis,Morais_fishbase
Carangidae,Caranx ignobilis,0.242562875,-177.4,28.2,170,23.64224559,Otolith rings,Caranx_ignobilis,Morais_fishbase
Carangidae,Caranx lugubris,0.101904372,-44,-1,100,27.71449787,Unknown,Caranx_lugubris,Morais_fishbase
Carangidae,Caranx lugubris,0.131135893,152.6,-3,100,30.31073564,Otolith rings,Caranx_lugubris,Morais_fishbase
Carangidae,Caranx melampygus,0.152364828,-177.4,28.2,126.9,23.64224559,Otolith rings,Caranx_melampygus,Morais_fishbase
Carangidae,Caranx melampygus,0.152273054,-159.5,22.21,126.9,25.40103981,Unknown,Caranx_melampygus,Morais_fishbase
Carangidae,Caranx ruber,0.158863854,-82.4,22.4,67,27.97445834,Other rings,Caranx_ruber,Morais_fishbase
Carangidae,Caranx sexfasciatus,0.113833047,150.7,-2.6,120,30.46326909,Unknown,Caranx_sexfasciatus,Morais_fishbase
Carangidae,Caranx tille,0.225226742,152.6,-3,80,30.31073564,Otolith rings,Caranx_tille,Morais_fishbase
Carangidae,Chloroscombrus chrysurus,0.12858941,3.5,6.3,65,27.97785198,Unknown,Chloroscombrus_chrysurus,Morais_fishbase
Carangidae,Chloroscombrus chrysurus,0.097382842,-43.1,-23.7,65,24.18924267,Unknown,Chloroscombrus_chrysurus,Morais_fishbase
Carangidae,Decapterus macarellus,0.156916892,119.5,24,40.5,24.66926915,Unknown,Decapterus_macarellus,Morais_fishbase
Carangidae,Gnathanodon speciosus,0.142613016,47,13,120,28.41075251,Other rings,Gnathanodon_speciosus,Morais_fishbase
Carangidae,Megalaspis cordyla,0.214765798,143.65,-3.55,80,29.88846318,Unknown,Megalaspis_cordyla,Morais_fishbase
Carangidae,Pseudocaranx dentex,0.026219747,177,-37.5,122,17.89225231,Otolith rings,Pseudocaranx_dentex,Morais_fishbase
Carangidae,Pseudocaranx dentex,0.019602896,176,-36.5,122,17.92278137,Otolith rings,Pseudocaranx_dentex,Morais_fishbase
Carangidae,Scomberoides lysan,0.148476858,150.7,-2.6,110,30.46326909,Unknown,Scomberoides_lysan,Morais_fishbase
Carangidae,Selar crumenophthalmus,0.943015296,145.5,14.5,30,28.82974796,Otolith rings,Selar_crumenophthalmus,Morais_fishbase
Carangidae,Selar crumenophthalmus,1.631363112,123.5,7,30,29.94800233,Otolith rings,Selar_crumenophthalmus,Morais_fishbase
Carangidae,Selar crumenophthalmus,1.898789396,121,10.5,30,29.1980006,Otolith rings,Selar_crumenophthalmus,Morais_fishbase
Carangidae,Selar crumenophthalmus,1.934066973,124.4,10.8,30,29.85098583,Otolith rings,Selar_crumenophthalmus,Morais_fishbase
Carangidae,Selar crumenophthalmus,1.898192877,122.8,10.7,30,29.30653573,Otolith rings,Selar_crumenophthalmus,Morais_fishbase
